"기관코드","기관명","검체명","검사명","rslt","제조사명","정답","기준SDI","세부SDI"
"1000000261","세웅병원","CU-25-01","-Protein","1+","Roche","-","",""
"1000000756","담양사랑병원","CU-25-01","-Protein","±","Roche","-","",""
"1000000859","상덕의원","CU-25-01","-pH","5.0","Others","5.5, 6.0, 6.5","",""
"1000000992","한화생명남대문검진센터","CU-25-01","-Protein","±","Roche","-","",""
"1000001168","누가외과연합의원","CU-25-01","-pH","5.0","Others","5.5, 6.0, 6.5","",""
"1000001365","송호신 내과 의원","CU-25-01","-pH","5.0","㈜디에프아이","5.5, 6.0, 6.5","",""
"1000001553","두암기독병원","CU-25-01","-pH","8.5","Abbott","5.5, 6.0, 6.5","",""
"1000001702","해군 2함대 의무대","CU-25-01","-pH","5.0","Others","5.5, 6.0, 6.5","",""
"1000001837","김정백 내과","CU-25-01","-pH","5.0","Abbott","5.5, 6.0, 6.5","",""
"1000001909","예일가정의학과의원","CU-25-01","-pH","5.0","URIT Medical Electronic Co., Ltd.","5.5, 6.0, 6.5","",""
"1000002232","우신향 병원","CU-25-01","-pH","5.0","Others","5.5, 6.0, 6.5","",""
"1000002571","이준상내과","CU-25-01","-pH","7.0","YD diagnostics","5.5, 6.0, 6.5","",""
"1000002640","기독내과의원","CU-25-01","-pH","5.0","Abbott","5.5, 6.0, 6.5","",""
"1000003564","강한속내과유외과","CU-25-01","-pH","5.0","Others","5.5, 6.0, 6.5","",""
"1000003592","굿프라임메디컬의원","CU-25-01","-pH","5.0","㈜디에프아이","5.5, 6.0, 6.5","",""
"1000000358","삼성서울병원","CU-25-01","-Glucose","±","Roche","-","",""
"1000000907","황효주내과의원","CU-25-01","-Glucose","±","Abbott","-","",""
"1000001095","성심중앙병원","CU-25-01","-Protein","±","Roche","-","",""
"1000001482","분당 자생 한방 병원","CU-25-01","-Protein","3+","Abbott","-","",""
"1000001745","예산명지병원","CU-25-01","-Protein","±","Roche","-","",""
"1000001837","김정백 내과","CU-25-01","-Glucose","±","Abbott","-","",""
"1000001870","속편한내과 서울한강점","CU-25-01","-Glucose","4+","㈜디에프아이","-","",""
"1000001961","성지내과이비인후과의원","CU-25-01","-Glucose","1+","YD diagnostics","-","",""
"1000002571","이준상내과","CU-25-01","-Protein","3+","YD diagnostics","-","",""
"1000002571","이준상내과","CU-25-01","-Glucose","4+","YD diagnostics","-","",""
"1000002750","김상영내과의원","CU-25-01","-Protein","±","Roche","-","",""
"1000002881","서울고든병원","CU-25-01","-Protein","±","㈜디에프아이","-","",""
"1000002988","정다운병원","CU-25-01","-Protein","±","㈜디에프아이","-","",""
"1000003248","목화병원","CU-25-01","-Protein","4+","Others","-","",""
"1000003551","연세세림내과","CU-25-01","-Protein","±","YD diagnostics","-","",""
"100000P035","서울 중구보건소","CU-25-01","-Protein","±","Roche","-","",""
"100000P097","금천구보건소","CU-25-01","-Protein","±","Roche","-","",""
"1000000742","대한산업보건협회 경북지부","CU-25-01","-Blood","1+","Abbott","-","",""
"1000000837","의료법인 건명의료재단","CU-25-01","-Blood","±","Abbott","-","",""
"1000001137","속편한내과의원","CU-25-01","-Blood","±","Abbott","-","",""
"1000001414","군산속편한내과의원","CU-25-01","-Blood","±","Abbott","-","",""
"1000001482","분당 자생 한방 병원","CU-25-01","-Blood","3+","Abbott","-","",""
"1000001665","28사단 의무근무대","CU-25-01","-Blood","±","YD diagnostics","-","",""
"1000001669","수도기계화보병사단 의무근무대","CU-25-01","-Blood","±","YD diagnostics","-","",""
"1000002243","장편한내과의원","CU-25-01","-Blood","±","YD diagnostics","-","",""
"1000002544","인곡자애병원","CU-25-01","-Blood","±","YD diagnostics","-","",""
"1000002571","이준상내과","CU-25-01","-Ketone","3+","YD diagnostics","-","",""
"1000002571","이준상내과","CU-25-01","-Bilirubin","3+","YD diagnostics","-","",""
"1000002571","이준상내과","CU-25-01","-Blood","3+","YD diagnostics","-","",""
"1000002801","서울삼성연합외과","CU-25-01","-Blood","±","Abbott","-","",""
"1000002988","정다운병원","CU-25-01","-Blood","±","㈜디에프아이","-","",""
"1000003248","목화병원","CU-25-01","-Blood","3+","Others","-","",""
"1000003551","연세세림내과","CU-25-01","-Blood","±","YD diagnostics","-","",""
"1000000135","해군 해양의료원","CU-25-01","-Nitrite","Positive","YD diagnostics","Negative","",""
"1000000475","영월의료원","CU-25-01","-Leukocyte","±","Siemens Healthineers","-","",""
"1000000719","장흥우리병원","CU-25-01","-Leukocyte","±","㈜디에프아이","-","",""
"1000000907","황효주내과의원","CU-25-01","-Urobilinogen","2+","Abbott","-/±","",""
"1000000907","황효주내과의원","CU-25-01","-Leukocyte","1+","Abbott","-","",""
"1000001352","구미 강남병원","CU-25-01","-Leukocyte","2+","YD diagnostics","-","",""
"1000001376","JS메디칼내과외과정형외과의원","CU-25-01","-Leukocyte","±","Abbott","-","",""
"1000001553","두암기독병원","CU-25-01","-Leukocyte","2+","Abbott","-","",""
"1000001651","8사단 의무근무대","CU-25-01","-Leukocyte","1+","㈜디에프아이","-","",""
"1000001657","30여단 의무중대","CU-25-01","-Leukocyte","1+","㈜디에프아이","-","",""
"1000002146","더숲요양병원","CU-25-01","-Leukocyte","1+","Abbott","-","",""
"1000002363","삼성연합의원","CU-25-01","-Nitrite","Positive","YD diagnostics","Negative","",""
"1000002571","이준상내과","CU-25-01","-Urobilinogen","3+","YD diagnostics","-/±","",""
"100000P079","은평구보건소","CU-25-01","-Urobilinogen","1+","Siemens Healthineers","-/±","",""
"1000000090","일신기독병원","CU-25-01","-Specific Gravity","1.020","YD diagnostics","","25.00",""
"1000000108","소화의원","CU-25-01","-Specific Gravity","1.010","YD diagnostics","","-25.00",""
"1000000111","대전선병원","CU-25-01","-Specific Gravity","1.020","YD diagnostics","","25.00",""
"1000000112","아산재단보령아산병원","CU-25-01","-Specific Gravity","1.005","YD diagnostics","","-50.00",""
"1000000117","영덕아산병원","CU-25-01","-Specific Gravity","1.020","YD diagnostics","","25.00",""
"1000000122","근로복지공단 인천병원","CU-25-01","-Specific Gravity","1.020","YD diagnostics","","25.00",""
"1000000125","의료법인 부평세림병원","CU-25-01","-Specific Gravity","1.010","YD diagnostics","","-25.00",""
"1000000139","국군구리병원","CU-25-01","-Specific Gravity","1.015","Sysmex","","3.14","3.14"
"1000000155","(의)운경의료재단 곽병원","CU-25-01","-Specific Gravity","1.025","YD diagnostics","","50.00",""
"1000000175","해동병원","CU-25-01","-Specific Gravity","1.020","YD diagnostics","","25.00",""
"1000000185","진주고려병원","CU-25-01","-Specific Gravity","1.010","YD diagnostics","","-25.00",""
"1000000212","국립마산병원","CU-25-01","-Specific Gravity","1.020","Sysmex","","10.29","10.29"
"1000000248","베데스다복음병원","CU-25-01","-Specific Gravity","1.012","YD diagnostics","","-15.00",""
"1000000420","고흥종합병원","CU-25-01","-Specific Gravity","1.010","YD diagnostics","","-25.00",""
"1000000425","강릉아산병원","CU-25-01","-Specific Gravity","1.015","Sysmex","","3.14","3.14"
"1000000438","국립정신건강센터","CU-25-01","-Specific Gravity","1.016","Sysmex","","4.57","4.57"
"1000000443","천안충무병원","CU-25-01","-Specific Gravity","1.020","YD diagnostics","","25.00",""
"1000000444","영도병원","CU-25-01","-Specific Gravity","1.020","Roche","","6.75",""
"1000000446","(의)강릉고려종합병원","CU-25-01","-Specific Gravity","1.025","YD diagnostics","","50.00",""
"1000000450","(의)강화병원","CU-25-01","-Specific Gravity","1.020","YD diagnostics","","25.00",""
"1000000478","의료법인성세의료재단 뉴 성민병원","CU-25-01","-Specific Gravity","1.020","YD diagnostics","","25.00",""
"1000000480","행촌의료재단 해남병원","CU-25-01","-Specific Gravity","1.010","YD diagnostics","","-25.00",""
"1000000505","양평병원","CU-25-01","-Specific Gravity","1.010","YD diagnostics","","-25.00",""
"1000000584","경남지방병무청","CU-25-01","-Specific Gravity","1.017","YD diagnostics","","10.00","4.00"
"1000000598","광주씨티병원","CU-25-01","-Specific Gravity","1.012","YD diagnostics","","-15.00",""
"1000000633","녹색병원","CU-25-01","-Specific Gravity","1.010","YD diagnostics","","-25.00",""
"1000000669","그레이스병원","CU-25-01","-Specific Gravity","1.020","YD diagnostics","","25.00",""
"1000000678","대전대학교 대전한방병원","CU-25-01","-Specific Gravity","1.020","Roche","","6.75",""
"1000000679","구로성심병원","CU-25-01","-Specific Gravity","1.020","YD diagnostics","","25.00",""
"1000000680","청파의료재단 수원중앙병원","CU-25-01","-Specific Gravity","1.025","YD diagnostics","","50.00",""
"1000000698","(재)제일산업의학연구소부설 녹색의원","CU-25-01","-Specific Gravity","1.010","YD diagnostics","","-25.00",""
"1000000715","국립춘천병원","CU-25-01","-Specific Gravity","1.010","YD diagnostics","","-25.00",""
"1000000744","대한산업보건협회 울산지역본부","CU-25-01","-Specific Gravity","1.015","Abbott","","","-4.00"
"1000000767","반도정형외과병원","CU-25-01","-Specific Gravity","1.015","Abbott","","","-4.00"
"1000000779","의료법인 우범의료재단 장흥종합병원","CU-25-01","-Specific Gravity","1.020","YD diagnostics","","25.00",""
"1000000799","힐링의료재단 옥천성모병원","CU-25-01","-Specific Gravity","1.010","YD diagnostics","","-25.00",""
"1000000820","해병대 제2사단 의무대대","CU-25-01","-Specific Gravity","1.025","YD diagnostics","","50.00",""
"1000000824","서울 양병원","CU-25-01","-Specific Gravity","1.020","Roche","","6.75",""
"1000000844","온누리연합내과","CU-25-01","-Specific Gravity","1.010","YD diagnostics","","-25.00",""
"1000000850","일산복음병원","CU-25-01","-Specific Gravity","1.020","YD diagnostics","","25.00",""
"1000000855","우리내과의원","CU-25-01","-Specific Gravity","1.010","YD diagnostics","","-25.00",""
"1000000856","서울산보람병원","CU-25-01","-Specific Gravity","1.010","YD diagnostics","","-25.00",""
"1000000867","청도대남병원","CU-25-01","-Specific Gravity","1.005","YD diagnostics","","-50.00",""
"1000000868","양경의료재단중앙U병원","CU-25-01","-Specific Gravity","1.010","Roche","","-5.75",""
"1000000908","예산종합병원","CU-25-01","-Specific Gravity","1.010","YD diagnostics","","-25.00",""
"1000000923","메디힐병원","CU-25-01","-Specific Gravity","1.010","YD diagnostics","","-25.00",""
"1000000943","송정사랑병원","CU-25-01","-Specific Gravity","1.010","YD diagnostics","","-25.00",""
"1000000987","광양제철소부속의원","CU-25-01","-Specific Gravity","1.016","Sysmex","","4.57","4.57"
"1000000989","효성시티병원","CU-25-01","-Specific Gravity","1.020","Roche","","6.75",""
"1000000995","한화생명보험(주) 부산부속의원","CU-25-01","-Specific Gravity","1.020","Roche","","6.75",""
"1000001002","온누리병원","CU-25-01","-Specific Gravity","1.005","YD diagnostics","","-50.00",""
"1000001004","운암한국병원","CU-25-01","-Specific Gravity","1.020","YD diagnostics","","25.00",""
"1000001034","순천제일병원","CU-25-01","-Specific Gravity","1.010","YD diagnostics","","-25.00",""
"1000001040","화명일신기독병원","CU-25-01","-Specific Gravity","1.010","YD diagnostics","","-25.00",""
"1000001042","박근석, 김진휘 내과의원","CU-25-01","-Specific Gravity","1.010","YD diagnostics","","-25.00",""
"1000001091","민병원","CU-25-01","-Specific Gravity","1.020","YD diagnostics","","25.00",""
"1000001117","창동제일의원","CU-25-01","-Specific Gravity","1.012","YD diagnostics","","-15.00","-3.73"
"1000001125","전주기독병원","CU-25-01","-Specific Gravity","1.010","YD diagnostics","","-25.00",""
"1000001221","예손병원","CU-25-01","-Specific Gravity","1.010","YD diagnostics","","-25.00",""
"1000001224","한사랑병원","CU-25-01","-Specific Gravity","1.020","YD diagnostics","","25.00",""
"1000001235","세계로병원","CU-25-01","-Specific Gravity","1.020","Roche","","6.75",""
"1000001299","나누리의료재단 나누리병원","CU-25-01","-Specific Gravity","1.005","YD diagnostics","","-50.00",""
"1000001311","서울내외의원","CU-25-01","-Specific Gravity","1.010","YD diagnostics","","-25.00",""
"1000001315","행복한요양병원","CU-25-01","-Specific Gravity","1.010","YD diagnostics","","-25.00",""
"1000001318","아이퍼스트아동병원","CU-25-01","-Specific Gravity","1.005","YD diagnostics","","-50.00",""
"1000001319","의료법인 토마스의료재단 윌스기념병원(수원)","CU-25-01","-Specific Gravity","1.020","Roche","","6.75",""
"1000001333","HM병원","CU-25-01","-Specific Gravity","1.020","YD diagnostics","","25.00",""
"1000001341","이정균내과","CU-25-01","-Specific Gravity","1.020","YD diagnostics","","25.00",""
"1000001343","서천서해병원","CU-25-01","-Specific Gravity","1.010","YD diagnostics","","-25.00",""
"1000001346","mizhospital","CU-25-01","-Specific Gravity","1.025","YD diagnostics","","50.00",""
"1000001352","구미 강남병원","CU-25-01","-Specific Gravity","1.005","YD diagnostics","","-50.00",""
"1000001367","울산제일병원","CU-25-01","-Specific Gravity","1.025","YD diagnostics","","50.00",""
"1000001372","기쁨병원","CU-25-01","-Specific Gravity","1.010","YD diagnostics","","-25.00",""
"1000001374","의료재단 녹십자 (광주)","CU-25-01","-Specific Gravity","1.015","Sysmex","","3.14","3.14"
"1000001382","한길안과병원","CU-25-01","-Specific Gravity","1.020","YD diagnostics","","25.00",""
"1000001390","울들병원","CU-25-01","-Specific Gravity","1.020","YD diagnostics","","25.00",""
"1000001398","강남하트스캔의원","CU-25-01","-Specific Gravity","1.020","Roche","","6.75",""
"1000001433","상남 굿모닝 내과병원","CU-25-01","-Specific Gravity","1.010","YD diagnostics","","-25.00",""
"1000001461","이기은 진단 검사 의학과 의원","CU-25-01","-Specific Gravity","1.020","YD diagnostics","","25.00",""
"1000001524","둔산속편한내과영상의학과의원","CU-25-01","-Specific Gravity","1.020","Roche","","6.75",""
"1000001531","여수백병원","CU-25-01","-Specific Gravity","1.020","YD diagnostics","","25.00",""
"1000001546","연세새로운병원","CU-25-01","-Specific Gravity","1.020","Siemens Healthineers","","3.74",""
"1000001573","광주동림병원","CU-25-01","-Specific Gravity","1.020","Roche","","6.75",""
"1000001587","장성혜원병원","CU-25-01","-Specific Gravity","1.020","YD diagnostics","","25.00",""
"1000001602","큐병원","CU-25-01","-Specific Gravity","1.010","YD diagnostics","","-25.00",""
"1000001615","바른 병원","CU-25-01","-Specific Gravity","1.010","YD diagnostics","","-25.00",""
"1000001628","장사랑내과영상의학과의원","CU-25-01","-Specific Gravity","1.020","Roche","","6.75",""
"1000001631","제1전투비행단 항공의무대대","CU-25-01","-Specific Gravity","1.020","YD diagnostics","","25.00",""
"1000001632","경기도립 노인전문 남양주병원","CU-25-01","-Specific Gravity","1.020","YD diagnostics","","25.00",""
"1000001634","공군 11전투비행단 항공의무전대","CU-25-01","-Specific Gravity","1.020","YD diagnostics","","25.00",""
"1000001635","카이스트 부속의원","CU-25-01","-Specific Gravity","1.020","Roche","","6.75",""
"1000001649","3사단 의무대대","CU-25-01","-Specific Gravity","1.005","YD diagnostics","","-50.00","-3.36"
"1000001659","공군제38전투비행전대","CU-25-01","-Specific Gravity","1.020","YD diagnostics","","25.00",""
"1000001665","28사단 의무근무대","CU-25-01","-Specific Gravity","1.005","YD diagnostics","","-50.00","-3.36"
"1000001684","인천W여성병원","CU-25-01","-Specific Gravity","1.020","Roche","","6.75",""
"1000001685","광주새우리병원","CU-25-01","-Specific Gravity","1.020","Roche","","6.75",""
"1000001690","제10전투비행단 항공의무대대","CU-25-01","-Specific Gravity","1.020","YD diagnostics","","25.00",""
"1000001698","인천해역방어사령부","CU-25-01","-Specific Gravity","1.020","YD diagnostics","","25.00",""
"1000001706","해군작전사령부","CU-25-01","-Specific Gravity","1.020","YD diagnostics","","25.00",""
"1000001722","의료법인 지평의료재단 메가병원","CU-25-01","-Specific Gravity","1.020","YD diagnostics","","25.00",""
"1000001753","창녕 서울병원","CU-25-01","-Specific Gravity","1.010","YD diagnostics","","-25.00",""
"1000001766","부산힘찬병원","CU-25-01","-Specific Gravity","1.020","YD diagnostics","","25.00",""
"1000001780","현대요양병원","CU-25-01","-Specific Gravity","1.005","YD diagnostics","","-50.00","-3.36"
"1000001809","한양류마디병원","CU-25-01","-Specific Gravity","1.010","YD diagnostics","","-25.00",""
"1000001850","경기도립노인전문용인병원","CU-25-01","-Specific Gravity","1.020","YD diagnostics","","25.00",""
"1000001857","부산성소병원","CU-25-01","-Specific Gravity","1.020","Roche","","6.75",""
"1000001867","모두병원","CU-25-01","-Specific Gravity","1.020","YD diagnostics","","25.00",""
"1000001872","(사)한국건강관리협회 중앙검사본부 중앙검사의원","CU-25-01","-Specific Gravity","1.010","YD diagnostics","","-25.00",""
"1000001877","인본병원","CU-25-01","-Specific Gravity","1.010","YD diagnostics","","-25.00",""
"1000001893","한일병원","CU-25-01","-Specific Gravity","1.020","YD diagnostics","","25.00",""
"1000001897","새나래병원","CU-25-01","-Specific Gravity","1.020","YD diagnostics","","25.00",""
"1000001901","맥켄지일신재활병원","CU-25-01","-Specific Gravity","1.025","YD diagnostics","","50.00",""
"1000001902","속초정요양병원","CU-25-01","-Specific Gravity","1.010","YD diagnostics","","-25.00",""
"1000001907","해군1함대 의무대","CU-25-01","-Specific Gravity","1.010","YD diagnostics","","-25.00",""
"1000001920","오산버팀병원","CU-25-01","-Specific Gravity","1.010","YD diagnostics","","-25.00",""
"1000001929","다인병원","CU-25-01","-Specific Gravity","1.020","Roche","","6.75",""
"1000001931","해군사관학교 의무대","CU-25-01","-Specific Gravity","1.020","YD diagnostics","","25.00",""
"1000001944","e서울내과의원","CU-25-01","-Specific Gravity","1.010","YD diagnostics","","-25.00",""
"1000001947","양산제일병원","CU-25-01","-Specific Gravity","1.014","YD diagnostics","","-5.00",""
"1000001952","서전의료재단 한사랑병원","CU-25-01","-Specific Gravity","1.025","YD diagnostics","","50.00",""
"1000002082","바로선병원","CU-25-01","-Specific Gravity","1.020","Roche","","6.75",""
"1000002091","서울내과의원","CU-25-01","-Specific Gravity","1.025","YD diagnostics","","50.00",""
"1000002101","수원버팀병원","CU-25-01","-Specific Gravity","1.020","YD diagnostics","","25.00",""
"1000002127","(의)리노의료재단 유성웰니스재활병원","CU-25-01","-Specific Gravity","1.020","YD diagnostics","","25.00",""
"1000002161","강원특별자치도재활병원","CU-25-01","-Specific Gravity","1.010","YD diagnostics","","-25.00",""
"1000002176","나누리수원병원","CU-25-01","-Specific Gravity","1.010","YD diagnostics","","-25.00",""
"1000002196","미래여성병원","CU-25-01","-Specific Gravity","1.010","YD diagnostics","","-25.00",""
"1000002204","미래여성병원","CU-25-01","-Specific Gravity","1.010","YD diagnostics","","-25.00",""
"1000002209","척시원병원","CU-25-01","-Specific Gravity","1.025","YD diagnostics","","50.00",""
"1000002210","(의)나라의료재단 중앙나라요양병원","CU-25-01","-Specific Gravity","1.010","YD diagnostics","","-25.00",""
"1000002245","제일정형외과병원","CU-25-01","-Specific Gravity","1.010","YD diagnostics","","-25.00",""
"1000002283","성모내과의원","CU-25-01","-Specific Gravity","1.010","YD diagnostics","","-25.00",""
"1000002285","System.Xml.XmlElement","CU-25-01","-Specific Gravity","1.010","YD diagnostics","","-25.00",""
"1000002321","인천더드림병원","CU-25-01","-Specific Gravity","1.020","YD diagnostics","","25.00",""
"1000002473","삼성미래산부인과","CU-25-01","-Specific Gravity","1.010","YD diagnostics","","-25.00",""
"1000002516","동탄시티병원","CU-25-01","-Specific Gravity","1.020","YD diagnostics","","25.00",""
"1000002531","세계로병원","CU-25-01","-Specific Gravity","1.010","YD diagnostics","","-25.00",""
"1000002550","성남 성모윌병원","CU-25-01","-Specific Gravity","1.020","YD diagnostics","","25.00",""
"1000002560","SG삼성조은병원","CU-25-01","-Specific Gravity","1.005","YD diagnostics","","-50.00",""
"1000002570","광주시립제1요양병원","CU-25-01","-Specific Gravity","1.020","YD diagnostics","","25.00",""
"1000002585","태평드림내과","CU-25-01","-Specific Gravity","1.020","YD diagnostics","","25.00",""
"1000002595","영주적십자병원","CU-25-01","-Specific Gravity","1.020","YD diagnostics","","25.00",""
"1000002622","나르샤병원","CU-25-01","-Specific Gravity","1.020","YD diagnostics","","25.00",""
"1000002624","인천보훈병원","CU-25-01","-Specific Gravity","1.020","YD diagnostics","","25.00",""
